,T,P,v_1_g,v_2_g,l_1_g,l_2_g,V_g,L_g,v_1_p,v_2_p,l_1_p,l_2_p,V_p,L_p
181,310,263063.0630630631,0.5997629,0.40023705,0.0427371,0.9572629,0.8209007,0.17909929,0.63280874,0.37088066,0.041069455,0.71715206,0.78859365,0.21537262
182,310,263963.96396396396,0.60111016,0.3988898,0.042976912,0.9570231,0.81884223,0.18115778,0.6337806,0.3701166,0.04126907,0.7196659,0.787323,0.21669784
183,310,264864.86486486485,0.60244834,0.3975517,0.043216705,0.9567833,0.8168052,0.1831948,0.634748,0.36935547,0.041467104,0.7221579,0.78605884,0.218016
184,310,265765.7657657658,0.6037774,0.39622256,0.043456472,0.9565435,0.8147893,0.18521069,0.6357115,0.3685969,0.041663624,0.724629,0.7848008,0.21932763
185,310,266666.6666666666,0.6050976,0.39490238,0.043696214,0.9563038,0.8127942,0.18720582,0.6366706,0.3678413,0.041858535,0.7270781,0.7835499,0.22063193
186,310,267567.5675675676,0.60640895,0.39359105,0.043935932,0.95606405,0.81081945,0.18918054,0.6376259,0.3670883,0.042051982,0.72950697,0.78230464,0.22193003
187,310,268468.46846846846,0.6077115,0.39228848,0.04417563,0.9558244,0.80886483,0.19113515,0.63857687,0.36633795,0.042243905,0.7319147,0.78106594,0.22322112
188,310,269369.36936936935,0.60900545,0.39099458,0.044415303,0.9555847,0.80692995,0.19307002,0.6395237,0.36559057,0.04243429,0.73430127,0.7798337,0.22450528
189,310,270270.2702702703,0.61029077,0.38970923,0.04465495,0.95534503,0.80501455,0.19498546,0.6404666,0.3648457,0.042623207,0.7366677,0.7786077,0.22578305
190,310,271171.1711711711,0.6115676,0.3884324,0.044894572,0.9551054,0.8031182,0.19688179,0.6414052,0.36410362,0.04281064,0.73901343,0.7773878,0.227054
191,310,272072.0720720721,0.612836,0.387164,0.045134176,0.9548658,0.8012407,0.19875929,0.6423399,0.36336422,0.04299656,0.7413384,0.77617455,0.22831818
192,310,272972.97297297296,0.6140961,0.3859039,0.045373753,0.95462626,0.79938173,0.2006183,0.6432704,0.3626275,0.043181024,0.7436434,0.7749672,0.22957581
193,310,273873.87387387385,0.615348,0.38465205,0.045613304,0.9543867,0.7975409,0.20245908,0.64419687,0.36189353,0.04336407,0.7459287,0.77376604,0.230827
194,310,274774.7747747748,0.61659163,0.38340837,0.045852832,0.95414716,0.7957181,0.20428194,0.64511955,0.3611621,0.043545656,0.7481939,0.77257097,0.23207155
195,310,275675.6756756757,0.61782724,0.38217276,0.04609234,0.95390767,0.7939128,0.20608717,0.64603823,0.36043322,0.043725803,0.75043947,0.771382,0.23330957
196,310,276576.57657657657,0.6190548,0.3809452,0.04633182,0.9536682,0.792125,0.20787503,0.6469527,0.35970727,0.043904513,0.7526653,0.77019936,0.23454112
197,310,277477.47747747746,0.6202745,0.37972555,0.04657128,0.95342875,0.7903542,0.2096458,0.64786345,0.3589836,0.044081837,0.75487185,0.7690225,0.23576629
198,310,278378.37837837834,0.62148625,0.37851375,0.046810713,0.9531893,0.78860027,0.21139973,0.64877,0.35826278,0.044257745,0.75705886,0.7678517,0.23698509
199,310,279279.2792792793,0.62269026,0.37730974,0.047050126,0.9529499,0.7868629,0.2131371,0.64967275,0.35754448,0.04443226,0.75922656,0.76668715,0.23819721
200,310,280180.1801801802,0.6238866,0.3761134,0.04728951,0.9527105,0.7851418,0.21485816,0.65057147,0.35682878,0.04460538,0.7613753,0.7655283,0.23940307
201,310,281081.08108108107,0.6250753,0.37492472,0.047528874,0.95247114,0.78343683,0.21656315,0.65146637,0.35611558,0.044777147,0.76350516,0.76437557,0.24060264
202,310,281981.981981982,0.6262564,0.3737436,0.047768213,0.95223176,0.78174764,0.21825233,0.6523573,0.3554052,0.044947527,0.7656158,0.763229,0.24179551
203,310,282882.88288288284,0.62743,0.37256995,0.04800753,0.95199245,0.78007406,0.21992594,0.6532444,0.35469717,0.04511655,0.7677083,0.762088,0.2429826
204,310,283783.7837837838,0.62859625,0.37140372,0.048246823,0.9517532,0.7784158,0.2215842,0.6541276,0.35399175,0.045284256,0.7697823,0.76095295,0.2441634
205,310,284684.6846846847,0.62975514,0.37024486,0.04848609,0.9515139,0.7767727,0.22322735,0.655007,0.3532889,0.045450628,0.7718376,0.7598239,0.24533767
206,310,285585.58558558556,0.63090676,0.36909324,0.048725333,0.9512747,0.7751444,0.22485562,0.6558827,0.3525884,0.045615673,0.77387524,0.7587002,0.24650612
207,310,286486.4864864865,0.63205117,0.36794883,0.048964556,0.95103544,0.7735308,0.2264692,0.6567544,0.3518906,0.045779392,0.7758943,0.75758266,0.24766818
208,310,287387.38738738734,0.6331884,0.36681157,0.049203753,0.95079625,0.77193165,0.22806835,0.6576224,0.35119522,0.045941815,0.77789557,0.7564707,0.24882415
209,310,288288.2882882883,0.6343186,0.36568138,0.04944293,0.95055705,0.77034676,0.22965327,0.6584866,0.35050237,0.04610295,0.779879,0.7553645,0.2499741
210,310,289189.1891891892,0.6354418,0.36455822,0.049682077,0.9503179,0.7687758,0.23122415,0.659347,0.34981194,0.046262786,0.7818446,0.754264,0.2511179
211,310,290090.09009009006,0.63655806,0.36344197,0.049921203,0.9500788,0.76721877,0.23278122,0.66020393,0.34912398,0.046421368,0.7837933,0.75316906,0.25225592
212,310,290990.990990991,0.6376674,0.3623326,0.050160304,0.9498397,0.76567537,0.23432465,0.6610568,0.34843853,0.046578683,0.785724,0.7520798,0.25338763
213,310,291891.8918918919,0.6387699,0.36123005,0.050399385,0.94960064,0.7641453,0.23585467,0.6619059,0.34775558,0.046734706,0.7876371,0.75099635,0.25451335
214,310,292792.7927927928,0.63986576,0.36013427,0.05063844,0.94936156,0.76262856,0.23737146,0.6627515,0.3470751,0.046889514,0.78953356,0.7499183,0.25563326
215,310,293693.6936936937,0.64095485,0.35904515,0.05087747,0.94912255,0.7611248,0.2388752,0.6635935,0.34639674,0.047043093,0.7914131,0.7488457,0.2567474
216,310,294594.59459459456,0.64203733,0.35796267,0.051116478,0.94888353,0.7596339,0.24036607,0.6644317,0.34572107,0.04719542,0.7932756,0.7477788,0.2578556
217,310,295495.4954954955,0.64311326,0.35688677,0.051355463,0.9486445,0.7581557,0.24184428,0.6652662,0.34504783,0.047346555,0.7951213,0.74671733,0.25895783
218,310,296396.3963963964,0.6441826,0.35581738,0.05159442,0.94840556,0.75669,0.24330999,0.66609734,0.34437662,0.047496498,0.79695076,0.7456608,0.26005456
219,310,297297.2972972973,0.6452456,0.35475442,0.05183336,0.94816667,0.7552366,0.24476339,0.6669243,0.34370834,0.04764519,0.79876286,0.74461055,0.26114497
220,310,298198.1981981982,0.64630216,0.35369787,0.05207227,0.9479277,0.7537954,0.24620463,0.6677481,0.34304208,0.047792748,0.8005591,0.7435652,0.26223004
221,310,299099.09909909905,0.64735234,0.35264763,0.052311163,0.9476888,0.7523661,0.24763389,0.66856825,0.3423782,0.047939077,0.80233914,0.74252546,0.26330927
222,310,300000.0,0.6483963,0.3516037,0.05255003,0.94745,0.75094867,0.24905133,0.6693848,0.3417167,0.048084263,0.80410296,0.7414906,0.26438284
223,310,300900.9009009009,0.64943403,0.35056597,0.05278887,0.94721115,0.7495429,0.25045714,0.6701978,0.34105748,0.0482283,0.80585104,0.74046135,0.26545098
224,310,301801.8018018018,0.6504656,0.3495344,0.05302769,0.9469723,0.74814856,0.25185144,0.67100734,0.3404007,0.048371173,0.8075832,0.73943734,0.26651332
225,310,302702.7027027027,0.65149105,0.34850895,0.053266484,0.94673353,0.7467656,0.25323442,0.6718132,0.33974636,0.0485129,0.80929935,0.7384189,0.26757
226,310,303603.6036036036,0.65251046,0.34748957,0.053505253,0.94649476,0.7453938,0.25460622,0.6726156,0.33909407,0.0486535,0.81100005,0.73740506,0.2686212
227,310,304504.5045045045,0.6535238,0.34647617,0.053744003,0.946256,0.74403304,0.25596696,0.6734146,0.33844417,0.04879295,0.81268495,0.73639697,0.26966664
228,310,305405.4054054054,0.65453124,0.34546873,0.053982727,0.94601727,0.7426831,0.25731686,0.6742101,0.33779645,0.048931323,0.8143553,0.7353935,0.2707071
229,310,306306.3063063063,0.6555328,0.3444672,0.054221425,0.94577855,0.741344,0.25865602,0.6750022,0.33715105,0.04906859,0.81601006,0.7343953,0.27174196
230,310,307207.2072072072,0.6565285,0.3434715,0.0544601,0.9455399,0.74001545,0.25998458,0.6757906,0.33650804,0.049204726,0.81764925,0.7334025,0.2727711
231,310,308108.1081081081,0.6575184,0.3424816,0.054698754,0.94530123,0.7386973,0.2613027,0.6765758,0.33586714,0.049339794,0.8192737,0.73241436,0.27379504
232,310,309009.009009009,0.6585026,0.34149745,0.054937385,0.94506264,0.7373895,0.2626105,0.67735755,0.33522856,0.049473785,0.8208834,0.7314316,0.27481356
233,310,309909.90990990994,0.659481,0.34051898,0.05517599,0.944824,0.73609185,0.26390815,0.67813575,0.33459222,0.04960668,0.8224783,0.7304537,0.27582684
234,310,310810.81081081077,0.6604538,0.33954617,0.055414572,0.94458544,0.7348043,0.26519573,0.6789108,0.3339581,0.049738534,0.8240582,0.729481,0.27683452
235,310,311711.7117117117,0.66142106,0.33857897,0.05565313,0.94434685,0.7335266,0.2664734,0.67968225,0.3333261,0.04986935,0.8256238,0.7285129,0.27783722
236,310,312612.6126126126,0.6623827,0.33761728,0.055891667,0.9441083,0.7322587,0.26774132,0.6804507,0.3326963,0.049999103,0.8271753,0.7275498,0.27883473
237,310,313513.5135135135,0.6633389,0.33666113,0.056130175,0.9438698,0.7310004,0.26899958,0.68121547,0.33206886,0.050127808,0.82871217,0.7265918,0.27982685
238,310,314414.41441441444,0.6642896,0.3357104,0.056368664,0.94363135,0.7297517,0.2702483,0.68197703,0.33144343,0.0502555,0.83023494,0.7256384,0.28081384
239,310,315315.31531531527,0.66523486,0.3347651,0.056607127,0.9433929,0.7285124,0.2714876,0.6827353,0.33082017,0.050382182,0.8317437,0.72468996,0.28179568
240,310,316216.2162162162,0.6661748,0.33382517,0.056845568,0.94315445,0.72728235,0.27271762,0.68349034,0.33019912,0.050507843,0.83323866,0.7237463,0.28277254
241,310,317117.1171171171,0.6671095,0.33289054,0.057083983,0.94291604,0.7260615,0.2739385,0.68424207,0.32958025,0.05063249,0.8347193,0.72280747,0.28374404
242,310,318018.018018018,0.66803885,0.33196118,0.05732238,0.9426776,0.7248497,0.2751503,0.6849904,0.32896346,0.050756145,0.83618677,0.72187316,0.28471082
243,310,318918.91891891893,0.66896296,0.33103704,0.057560746,0.94243926,0.7236468,0.27635318,0.68573576,0.32834873,0.050878838,0.8376404,0.7209436,0.28567237
244,310,319819.8198198198,0.6698819,0.3301181,0.057799093,0.9422009,0.72245276,0.27754724,0.6864778,0.3277362,0.05100055,0.83908087,0.72001874,0.2866293
245,310,320720.7207207207,0.6707957,0.3292043,0.058037415,0.9419626,0.7212674,0.2787326,0.68721664,0.32712573,0.051121265,0.84050745,0.71909875,0.2875807
246,310,321621.62162162166,0.6717044,0.3282956,0.058275715,0.9417243,0.7200907,0.27990934,0.6879523,0.32651737,0.051241048,0.84192103,0.7181833,0.28852752
247,310,322522.5225225225,0.6726081,0.32739192,0.058513988,0.941486,0.71892244,0.28107756,0.6886846,0.32591113,0.051359832,0.8433211,0.7172726,0.2894692
248,310,323423.42342342343,0.67350674,0.32649326,0.05875224,0.94124776,0.7177626,0.28223744,0.6894138,0.3253069,0.051477738,0.84470856,0.71636605,0.2904064
249,310,324324.3243243243,0.6744004,0.3255996,0.058990467,0.9410095,0.716611,0.283389,0.69014,0.32470477,0.05159466,0.846083,0.71546435,0.2913385
250,310,325225.2252252252,0.67528915,0.32471085,0.059228674,0.94077134,0.71546763,0.28453237,0.690863,0.3241047,0.051710665,0.8474444,0.71456707,0.29226577
251,310,326126.12612612615,0.67617303,0.323827,0.059466854,0.94053316,0.71433234,0.2856677,0.6915827,0.3235067,0.051825747,0.84879297,0.71367437,0.29318827
252,310,327027.027027027,0.677052,0.32294798,0.05970501,0.940295,0.71320504,0.286795,0.6922995,0.32291076,0.05193992,0.8501293,0.71278596,0.29410633
253,310,327927.9279279279,0.67792624,0.32207376,0.059943143,0.94005686,0.7120856,0.2879144,0.6930133,0.32231665,0.052053183,0.851453,0.71190196,0.29501924
254,310,328828.8288288288,0.6787957,0.32120433,0.060181253,0.93981874,0.710974,0.28902602,0.6937237,0.3217247,0.052165538,0.85276425,0.7110224,0.2959278
255,310,329729.7297297297,0.6796604,0.32033962,0.06041934,0.9395807,0.70987004,0.29012996,0.6944313,0.3211347,0.05227702,0.854063,0.7101474,0.29683146
256,310,330630.63063063065,0.6805204,0.3194796,0.060657404,0.9393426,0.70877373,0.2912263,0.6951358,0.3205468,0.052387614,0.8553498,0.7092766,0.2977306
257,310,331531.5315315315,0.68137574,0.31862423,0.060895443,0.93910456,0.70768493,0.2923151,0.6958373,0.31996074,0.05249735,0.8566245,0.70841,0.29862535
258,310,332432.4324324324,0.68222654,0.3177735,0.06113346,0.93886656,0.7066035,0.29339647,0.6965357,0.3193767,0.052606184,0.85788697,0.7075478,0.29951522
259,310,333333.3333333333,0.6830727,0.3169273,0.06137145,0.93862855,0.7055295,0.29447052,0.69723135,0.31879446,0.052714214,0.8591378,0.7066897,0.3004008
260,310,334234.2342342342,0.6839143,0.3160857,0.06160942,0.93839055,0.7044627,0.2955373,0.6979235,0.3182146,0.0528213,0.8603762,0.7058364,0.30128136
261,310,335135.13513513515,0.68475145,0.31524858,0.061847363,0.9381526,0.70340306,0.2965969,0.69861305,0.31763634,0.05292761,0.8616037,0.7049867,0.30215797
262,310,336036.03603603604,0.68558407,0.3144159,0.062085286,0.9379147,0.70235056,0.29764947,0.6992997,0.31706005,0.05303306,0.8628193,0.70414126,0.30303013
263,310,336936.9369369369,0.68641233,0.3135877,0.062323183,0.9376768,0.701305,0.29869503,0.69998324,0.31648582,0.053137682,0.8640232,0.7033001,0.3038976
264,310,337837.83783783787,0.68723613,0.31276387,0.06256106,0.93743896,0.70026636,0.29973364,0.7006639,0.31591347,0.053241488,0.8652157,0.70246315,0.30476084
265,310,338738.7387387387,0.6880556,0.3119444,0.06279891,0.9372011,0.69923455,0.30076542,0.70134175,0.31534284,0.053344484,0.86639714,0.7016301,0.30561972
266,310,339639.63963963964,0.6888707,0.31112927,0.06303674,0.93696326,0.6982095,0.30179048,0.7020165,0.31477427,0.053446658,0.8675672,0.7008013,0.30647418
267,310,340540.54054054053,0.6896816,0.3103184,0.06327454,0.93672544,0.6971912,0.30280882,0.70268834,0.3142076,0.05354802,0.8687261,0.69997644,0.3073243
268,310,341441.4414414414,0.69048816,0.30951184,0.06351232,0.9364877,0.69617945,0.30382058,0.70335746,0.31364283,0.053648595,0.8698739,0.6991558,0.30817023
269,310,342342.34234234237,0.6912905,0.30870947,0.06375007,0.9362499,0.6951742,0.30482578,0.70402396,0.31307966,0.0537484,0.8710112,0.6983386,0.30901214
270,310,343243.2432432432,0.69208866,0.30791134,0.063987814,0.9360122,0.6941754,0.30582458,0.70468724,0.31251863,0.053847406,0.8721373,0.69752574,0.30984956
271,310,344144.14414414414,0.69288266,0.3071173,0.06422552,0.9357745,0.69318306,0.30681697,0.705348,0.31195924,0.053945657,0.8732531,0.69671655,0.31068307
272,310,345045.04504504503,0.69367254,0.30632746,0.064463206,0.9355368,0.69219697,0.30780303,0.7060057,0.3114019,0.054043114,0.87435764,0.6959117,0.31151208
273,310,345945.9459459459,0.6944583,0.30554166,0.06470087,0.93529916,0.6912171,0.30878288,0.7066606,0.31084627,0.054139804,0.87545174,0.6951105,0.31233704
274,310,346846.84684684686,0.69524,0.30475995,0.06493851,0.9350615,0.6902434,0.30975658,0.70731294,0.31029233,0.054235764,0.8765358,0.69431317,0.313158
275,310,347747.74774774775,0.69601774,0.3039823,0.06517612,0.9348239,0.68927586,0.31072414,0.7079622,0.30974054,0.054330982,0.8776089,0.6935197,0.31397477
276,310,348648.64864864864,0.6967914,0.3032086,0.06541371,0.9345863,0.6883143,0.3116857,0.70860887,0.30919033,0.054425433,0.8786718,0.6927302,0.3147874
277,310,349549.5495495495,0.6975611,0.30243888,0.06565128,0.9343487,0.6873587,0.3126413,0.70925283,0.30864194,0.05451916,0.8797248,0.6919441,0.31559613
278,310,350450.4504504504,0.6983269,0.3016731,0.06588883,0.9341112,0.686409,0.313591,0.70989406,0.30809534,0.054612167,0.88076735,0.691162,0.31640083
279,310,351351.35135135136,0.69908875,0.30091128,0.066126354,0.93387365,0.68546516,0.31453484,0.71053255,0.30755043,0.05470448,0.8818003,0.69038355,0.31720182
280,310,352252.25225225225,0.6998467,0.3001533,0.06636385,0.9336361,0.68452704,0.31547296,0.7111682,0.3070076,0.054796014,0.8828226,0.68960905,0.31799838
281,310,353153.15315315314,0.70060086,0.29939917,0.06660132,0.93339866,0.68359464,0.31640536,0.7118014,0.30646604,0.0548869,0.8838358,0.6888379,0.31879136
282,310,354054.0540540541,0.70135117,0.29864886,0.06683877,0.9331612,0.6826679,0.3173321,0.7124319,0.3059265,0.054977044,0.8848389,0.68807054,0.31958047
283,310,354954.9549549549,0.70209765,0.29790235,0.0670762,0.9329238,0.6817467,0.31825328,0.71305966,0.30538794,0.05517871,0.8857241,0.68730474,0.32036707
284,310,355855.85585585586,0.7028404,0.29715958,0.067313604,0.9326864,0.6808311,0.31916893,0.71368533,0.30484995,0.05552937,0.8864558,0.68654025,0.3211519
285,310,356756.75675675675,0.7035794,0.29642057,0.06755099,0.93244904,0.67992085,0.32007912,0.71430814,0.30431363,0.05587893,0.8871783,0.685779,0.32193306
286,310,357657.65765765763,0.7043147,0.29568526,0.06778834,0.93221164,0.6790161,0.32098392,0.7149284,0.30377907,0.05622769,0.88789135,0.68502164,0.3227104
287,310,358558.5585585586,0.70504636,0.29495364,0.06802568,0.93197435,0.6781166,0.32188335,0.71554613,0.3032462,0.056575555,0.8885953,0.68426776,0.32348388
288,310,359459.4594594594,0.70577437,0.29422566,0.06826299,0.931737,0.6772225,0.32277754,0.7161611,0.30271506,0.056922637,0.88929033,0.6835171,0.32425362
289,310,360360.36036036036,0.7064987,0.29350132,0.06850027,0.9314997,0.67633355,0.32366645,0.71677357,0.30218554,0.05726859,0.88997626,0.6827701,0.3250198
290,310,361261.26126126124,0.7072194,0.29278055,0.06873754,0.9312625,0.6754498,0.3245502,0.71738344,0.30165786,0.057613805,0.89065313,0.6820266,0.3257819
291,310,362162.16216216213,0.70793664,0.29206336,0.06897478,0.9310252,0.67457116,0.32542887,0.71799076,0.3011316,0.057958096,0.8913214,0.6812866,0.32654077
292,310,363063.0630630631,0.7086503,0.29134974,0.06921199,0.930788,0.67369753,0.32630244,0.71859574,0.30060723,0.058301345,0.8919812,0.6805501,0.32729587
293,310,363963.96396396396,0.7093604,0.2906396,0.06944919,0.9305508,0.672829,0.327171,0.71919787,0.30008438,0.058643997,0.8926319,0.6798168,0.3280474
294,310,364864.86486486485,0.71006703,0.28993297,0.06968635,0.93031365,0.67196536,0.3280346,0.71979773,0.2995632,0.058985554,0.89327437,0.67908674,0.32879522
295,310,365765.76576576574,0.7107702,0.2892298,0.0699235,0.9300765,0.6711067,0.3288933,0.72039497,0.29904357,0.059326395,0.8939082,0.67836,0.32953972
296,310,366666.6666666666,0.71146995,0.28853008,0.07016062,0.9298394,0.67025286,0.32974717,0.7209898,0.2985257,0.05966618,0.89453375,0.67763686,0.3302806
297,310,367567.5675675676,0.71216625,0.28783378,0.07039772,0.92960227,0.6694038,0.3305962,0.72158206,0.29800946,0.060005266,0.89515084,0.67691696,0.3310178
298,310,368468.46846846846,0.71285915,0.28714085,0.0706348,0.9293652,0.6685595,0.33144048,0.7221718,0.29749474,0.06034355,0.8957596,0.6762002,0.33175164
299,310,369369.36936936935,0.7135487,0.2864513,0.07087185,0.92912817,0.66771996,0.33228007,0.72275937,0.29698154,0.060681034,0.8963603,0.6754866,0.33248234
300,310,370270.27027027024,0.7142349,0.28576508,0.07110888,0.9288911,0.666885,0.33311498,0.7233442,0.29647008,0.061017483,0.89695287,0.6747764,0.33320913
301,310,371171.1711711712,0.71491784,0.2850822,0.07134588,0.92865413,0.6660547,0.33394527,0.72392654,0.29596028,0.061353162,0.89753723,0.67406946,0.33393255
302,310,372072.0720720721,0.7155974,0.28440258,0.07158286,0.92841715,0.66522896,0.33477104,0.72450805,0.2954513,0.06168809,0.8981136,0.6733655,0.3346529
303,310,372972.97297297296,0.7162737,0.28372625,0.07181982,0.92818016,0.66440773,0.33559224,0.725088,0.29494366,0.06202209,0.8986826,0.6726645,0.3353702
304,310,373873.87387387385,0.71694684,0.28305316,0.072056755,0.9279432,0.66359097,0.336409,0.72566545,0.29443756,0.06235538,0.89924353,0.6719667,0.33608404
305,310,374774.7747747748,0.7176167,0.2823833,0.07229367,0.92770636,0.6627787,0.33722135,0.72624016,0.29393312,0.062687725,0.89979655,0.67127216,0.33679438
306,310,375675.6756756757,0.71828336,0.28171664,0.07253055,0.92746943,0.66197073,0.3380293,0.7268129,0.2934302,0.06301937,0.90034205,0.67058057,0.33750167
307,310,376576.57657657657,0.7189469,0.28105316,0.07276742,0.92723256,0.6611671,0.3388329,0.72738296,0.2929288,0.06335008,0.9008799,0.6698919,0.3382055
308,310,377477.47747747746,0.7196072,0.28039283,0.07300426,0.92699575,0.6603678,0.3396322,0.72795117,0.29242873,0.063680224,0.9014104,0.6692064,0.33890638
309,310,378378.37837837834,0.7202644,0.27973562,0.07324108,0.92675894,0.6595727,0.34042728,0.7285166,0.29193053,0.06400932,0.9019332,0.66852397,0.33960387
310,310,379279.2792792793,0.7209185,0.27908152,0.07347787,0.92652214,0.6587818,0.34121814,0.72907984,0.29143363,0.06433788,0.9024485,0.66784453,0.3402981
311,310,380180.1801801802,0.7215695,0.27843052,0.07371464,0.9262853,0.65799516,0.34200484,0.7296408,0.29093823,0.064665526,0.9029568,0.6671679,0.3409893
312,310,381081.08108108107,0.72221744,0.27778256,0.07395139,0.92604864,0.6572126,0.3427874,0.7301996,0.2904444,0.06499251,0.9034574,0.6664945,0.34167716
313,310,381981.98198198195,0.72286236,0.27713767,0.07418811,0.9258119,0.6564341,0.34356588,0.7307559,0.28995213,0.06531865,0.903951,0.66582406,0.342362
314,310,382882.8828828829,0.7235042,0.27649578,0.07442482,0.9255752,0.6556597,0.34434032,0.73131007,0.28946102,0.065644205,0.9044373,0.66515625,0.3430438
315,310,383783.7837837838,0.7241431,0.2758569,0.07466149,0.9253385,0.6548892,0.34511077,0.7318617,0.28897178,0.06596874,0.90491664,0.6644916,0.3437223
316,310,384684.6846846847,0.724779,0.27522102,0.074898146,0.9251019,0.65412277,0.34587723,0.73241144,0.28848374,0.06629267,0.90538895,0.66382957,0.34439805
317,310,385585.58558558556,0.7254119,0.27458808,0.07513478,0.92486525,0.65336025,0.34663978,0.73295873,0.28799736,0.066615805,0.90585434,0.6631707,0.3450706
318,310,386486.48648648645,0.7260419,0.2739581,0.075371385,0.9246286,0.6526016,0.34739843,0.73350394,0.28751218,0.06693834,0.9063128,0.6625143,0.3457402
319,310,387387.3873873874,0.726669,0.273331,0.07560797,0.92439204,0.65184677,0.34815323,0.7340468,0.28702873,0.06725998,0.90676445,0.661861,0.34640658
320,310,388288.2882882883,0.7272932,0.2727068,0.07584453,0.9241555,0.6510958,0.34890422,0.7345875,0.28654647,0.06758112,0.9072091,0.6612105,0.3470702
321,310,389189.1891891892,0.7279145,0.27208552,0.07608107,0.92391896,0.65034854,0.34965143,0.7351259,0.2860658,0.067901306,0.9076473,0.6605625,0.34773096
322,310,390090.09009009006,0.7285329,0.27146706,0.07631758,0.92368245,0.6496051,0.3503949,0.73566234,0.28558654,0.068220906,0.9080786,0.6599175,0.34838858
323,310,390990.990990991,0.72914857,0.27085146,0.07655407,0.92344594,0.64886534,0.35113466,0.73619664,0.28510854,0.06853984,0.9085035,0.6592752,0.3490433
324,310,391891.8918918919,0.72976136,0.27023867,0.076790534,0.9232095,0.6481292,0.35187078,0.73672855,0.28463197,0.06885791,0.90892226,0.65863526,0.34969547
325,310,392792.7927927928,0.7303713,0.26962867,0.07702698,0.92297304,0.6473968,0.35260323,0.7372583,0.28415698,0.06917531,0.90933394,0.65799856,0.3503443
326,310,393693.69369369367,0.73097855,0.26902148,0.0772634,0.9227366,0.6466679,0.3533321,0.73778605,0.2836833,0.06949216,0.90973926,0.65736437,0.35099047
327,310,394594.59459459456,0.731583,0.26841703,0.07749979,0.9225002,0.6459426,0.35405737,0.7383117,0.283211,0.06980834,0.9101383,0.65673274,0.35163382
328,310,395495.4954954955,0.7321847,0.26781532,0.07773617,0.92226386,0.6452209,0.35477915,0.7388352,0.28274,0.07012355,0.91053134,0.6561036,0.3522744
329,310,396396.3963963964,0.7327837,0.26721632,0.07797252,0.92202747,0.6445026,0.35549742,0.7393565,0.28227043,0.07043838,0.91091776,0.6554773,0.3529122
330,310,397297.2972972973,0.73337996,0.26662004,0.07820884,0.92179114,0.6437878,0.3562122,0.7398759,0.28180212,0.07075239,0.91129833,0.65485346,0.35354733
331,310,398198.19819819817,0.73397356,0.26602647,0.078445144,0.92155486,0.6430764,0.35692358,0.74039316,0.28133535,0.07106582,0.9116724,0.6542325,0.3541795
332,310,399099.0990990991,0.7345645,0.26543555,0.078681424,0.9213186,0.64236844,0.35763153,0.74090815,0.2808699,0.07137841,0.91204065,0.6536139,0.35480893
333,310,400000.0,0.7351527,0.26484728,0.07891768,0.9210823,0.64166385,0.35833615,0.7414214,0.28040558,0.07169059,0.9124029,0.6529977,0.35543597
334,310,400900.9009009009,0.7357384,0.26426163,0.07915392,0.9208461,0.6409626,0.3590374,0.7419323,0.27994284,0.072001986,0.912759,0.65238434,0.3560599
335,310,401801.8018018018,0.7363214,0.2636786,0.07939012,0.9206099,0.64026463,0.35973534,0.7424413,0.27948135,0.072312675,0.91310954,0.6517732,0.35668144
336,310,402702.70270270266,0.7369018,0.26309818,0.079626314,0.9203737,0.63957,0.36043,0.7429482,0.2790211,0.07262281,0.9134538,0.6511646,0.3573003
337,310,403603.6036036036,0.7374797,0.26252034,0.079862475,0.9201375,0.6388786,0.36112145,0.74345315,0.2785623,0.0729322,0.91379267,0.6505585,0.3579165
338,310,404504.5045045045,0.73805493,0.26194507,0.080098614,0.9199014,0.6381904,0.36180964,0.7439561,0.2781048,0.073241085,0.9141255,0.64995503,0.3585302
339,310,405405.4054054054,0.7386277,0.26137233,0.08033473,0.9196653,0.63750535,0.36249465,0.7444569,0.27764845,0.07354945,0.91445255,0.6493535,0.35914126
340,310,406306.3063063063,0.7391979,0.26080212,0.080570824,0.9194292,0.6368235,0.36317652,0.744956,0.27719343,0.07385702,0.9147741,0.64875484,0.3597496
341,310,407207.2072072072,0.7397656,0.26023442,0.08080689,0.9191931,0.63614476,0.36385524,0.7454529,0.27673984,0.07416391,0.91509026,0.6481583,0.36035553
342,310,408108.1081081081,0.74033076,0.25966924,0.08104294,0.91895705,0.63546914,0.36453086,0.7459478,0.2762875,0.07447031,0.9154007,0.6475644,0.36095884
343,310,409009.009009009,0.7408935,0.25910652,0.08127896,0.918721,0.63479656,0.36520344,0.7464409,0.2758363,0.074776,0.91570574,0.64697254,0.36156
344,310,409909.9099099099,0.74145377,0.25854626,0.08151496,0.91848505,0.6341271,0.36587295,0.746932,0.27538645,0.075081006,0.9160055,0.6463831,0.3621582
345,310,410810.81081081077,0.74201155,0.25798845,0.08175094,0.9182491,0.6334606,0.36653942,0.74742115,0.27493796,0.07538563,0.9162993,0.6457964,0.362754
346,310,411711.7117117117,0.74256694,0.2574331,0.08198689,0.9180131,0.63279706,0.36720294,0.74790835,0.27449054,0.075689524,0.91658837,0.64521146,0.36334768
