,T,P,Zs,zs
1128,282.11830482392395,637933.060900054,,[1.0]
1129,948.527303266297,607980.2204994229,,[1.0]
1130,279.3626893445528,517384.95287910575,,[1.0]
1131,572.3442289316818,152101.16285646532,,[1.0]
1132,39.790890772142085,387488.7237851564,,[1.0]
1133,406.94117442107813,121142.45970572431,,[1.0]
1134,405.13081802270085,697324.6719321675,,[1.0]
1135,643.2748359390449,520057.5535420962,,[1.0]
1136,626.8002569106305,867947.2146139044,,[1.0]
1137,141.23623298925668,458483.5008767538,,[0.9999999999999999]
1138,563.3816787063818,689083.150995649,,[1.0]
1139,770.175465952838,979516.8120064628,,[1.0]
1140,463.7614505750856,592237.9301096166,,[1.0]
1141,918.771189336484,357359.4419483107,,[1.0]
1142,450.2387433073146,475776.3712102283,,[0.9999999999999999]
1143,432.10012903869165,170267.38421921316,,[1.0]
1144,885.5265495215881,362043.56257052557,,[1.0]
1145,921.7442551140573,301072.4320273844,,[1.0]
1146,498.9887781741322,551612.068599199,,[1.0]
1147,887.1302955209304,335958.11931430176,,[1.0]
1148,830.5508069337523,642878.9945496994,,[1.0]
1149,484.2501865251035,605471.0072596781,,[1.0]
1150,216.55242639721206,827971.0617185046,,[0.9999999999999999]
1151,977.1577597342059,106778.06551565994,,[0.9999999999999999]
1152,745.1694487983715,707512.4952422574,,[1.0]
1153,243.63008757910512,374223.41836176557,,[0.9999999999999999]
1154,976.1285033567073,111452.80932439609,,[1.0]
1155,646.3693388729968,682580.089123764,,[1.0]
1156,156.31036487210588,159999.84395390854,,[1.0]
1157,389.3020718356522,726343.7139124472,,[1.0]
1158,633.4957780392913,487133.90570823784,,[1.0]
1159,28.890383937099454,769501.8045373813,,[0.9999999999999999]
1160,689.9623045099407,875712.733540965,,[1.0]
1161,204.80739561168718,251275.5333219977,,[1.0]
1162,40.71784813625648,492020.31545438635,,[1.0]
1163,646.5328948072485,970196.3952368922,,[1.0]
1164,463.4749622831606,545406.2128598781,,[0.9999999999999999]
1165,779.9358124725776,152101.32615566428,,[1.0]
1166,922.5775196896988,627284.2871413867,,[1.0]
1167,167.7286252073934,592746.7374051886,,[1.0]
1168,815.1554108372561,623116.6345106843,,[1.0]
1169,490.9498557560505,660396.0300949076,,[1.0]
1170,969.1424576783837,198230.11088536802,,[1.0]
1171,596.2018681531607,168335.0519254068,,[1.0]
1172,752.1429129829011,508968.9242239857,,[1.0]
1173,854.75249121389,229995.34357472096,,[1.0]
1174,447.9907683928867,950224.8535933514,,[1.0]
1175,91.79928858313528,412319.2182098452,,[1.0]
1176,560.7093950609931,561400.3758259336,,[1.0]
1177,680.6140323950351,410565.10761187214,,[1.0]
1178,381.9945425272879,846683.7564578089,,[1.0]
1179,61.00596731250343,264659.87781977846,,[1.0]
1180,973.5368917106115,681473.4682400275,,[1.0]
1181,852.1147197749868,996957.6791370341,,[1.0]
1182,111.85621963994171,441220.15304951125,,[1.0]
1183,980.5559842241513,895918.5441545424,,[1.0]
1184,997.7829526780013,852318.7435025963,,[1.0]
1185,169.7736655358352,189500.13792913003,,[1.0]
1186,262.6825578564076,131991.89167915954,,[1.0]
1187,626.222487061182,352275.1728018951,,[1.0]
1188,652.1796970243239,330629.4312081529,,[0.9999999999999999]
1189,830.5742267758013,275583.1222324725,,[1.0]
1190,976.647210649972,861048.2006090366,,[1.0]
1191,593.6145526653527,858105.341681054,,[0.9999999999999999]
1192,974.4714779009944,695435.4103403946,,[1.0]
1193,125.59814988203243,972100.2783508013,,[1.0]
1194,397.4930416785783,337283.79453810456,,[1.0]
1195,775.5202893074869,315006.0014342664,,[0.9999999999999999]
1196,301.18267039631144,814824.4288551903,,[1.0]
1197,124.71319418223779,417048.5684586185,,[1.0]
1198,236.37547147267682,755738.4166812416,,[1.0]
1199,21.555803438445434,350657.02872737066,,[1.0]
1200,891.4255563570855,152405.1182574961,,[1.0]
1201,656.8468390709879,527995.6437617096,,[1.0]
1202,125.47150895169655,127914.02812640052,,[1.0]
1203,486.31653031224465,492445.16200952855,,[1.0]
1204,299.72221881959047,831490.5113314036,,[1.0]
1205,602.9707206754241,207295.1420480403,,[0.9999999999999999]
1206,567.0030814959476,215343.41782100272,,[1.0]
1207,635.1657607484341,106569.79673989353,,[1.0]
1208,753.0448209772749,433601.4310175426,,[1.0]
1209,144.20133325429322,628439.4245183319,,[1.0]
1210,187.83943886821962,539315.0335385313,,[1.0]
1211,470.6082913121828,125880.0622411699,,[1.0]
1212,655.0454189501295,769316.8134356827,,[1.0]
1213,877.4787420381736,751975.4251868639,,[1.0]
1214,376.35529626489296,922862.676736808,,[1.0]
1215,743.1410836228686,639355.3272765622,,[1.0]
1216,591.2257126653817,104748.15823921087,,[1.0]
1217,240.4474705639312,358912.6275207692,,[1.0]
1218,998.7100849175366,303160.2089740315,,[1.0]
1219,737.8299954198116,769488.3302441072,,[1.0]
1220,891.7724553941018,941792.4575104972,,[1.0]
1221,702.8240296110431,413544.47910408076,,[1.0]
1222,744.4915515991917,208736.65893382893,,[1.0]
1223,519.6743905655692,585858.7804995493,,[1.0]
1224,978.0739247699344,432896.0303430403,,[1.0]
1225,172.57707800455788,579439.5912680286,,[1.0]
1226,993.9395788107794,495181.32585415855,,[0.9999999999999999]
1227,820.6425691691751,723625.368092725,,[0.9999999999999999]
1228,883.8616546199071,254257.0158782223,,[1.0]
1229,922.6288018692416,244246.90079412473,,[1.0]
1230,170.3177806452301,206257.56952751783,,[1.0]
1231,938.6466448046767,780616.4578367805,,[1.0]
1232,110.76705534471873,369843.9801864473,,[1.0]
1233,336.86470633422755,122409.60602130587,,[1.0]
1234,944.0566228497532,752855.078114363,,[1.0]
1235,36.02127724495601,379793.27636733226,,[1.0]
1236,599.6280381299051,403626.9098605884,,[1.0]
1237,649.2342018176596,957687.1906636714,,[1.0]
1238,720.706401158036,327040.2179843149,,[1.0]
1239,830.1811848651723,634203.8848788386,,[0.9999999999999999]
1240,97.61603129290962,307195.10111297545,,[1.0]
1241,766.2454853611862,225790.0652621758,,[1.0]
1242,334.5723142939044,700018.7062902664,,[1.0]
1243,276.0122932630044,168106.77719342767,,[1.0]
1244,510.7130551674615,342706.839052221,,[0.9999999999999999]
1245,62.70698007120677,351035.9896229132,,[1.0]
1246,406.8564548817299,530933.5017337928,,[1.0]
1247,389.3417432263114,357729.93762524374,,[1.0]
1248,255.21723071089227,514613.8216335231,,[1.0]
1249,588.4003254517662,304248.79676157015,,[0.9999999999999999]
1250,13.587934729341306,920042.9648313955,,[1.0]
1251,818.6031831484901,904462.6517110732,,[1.0]
1252,47.34996537639515,993113.7029012162,,[1.0]
1253,987.0874301935276,959407.2447695765,,[1.0]
1254,232.20151072041227,901722.5368368746,,[1.0]
1255,866.1606826259265,630166.191344816,,[1.0]
1256,458.5744814789752,682284.3964624848,,[1.0]
1257,586.730869184118,174256.72121716622,,[1.0]
1258,151.9422409318095,776263.0569626879,,[0.9999999999999999]
1259,43.45539101790849,480934.13507110946,,[1.0]
1260,172.72731308459865,998672.0431207644,,[1.0]
1261,591.7611382808142,574406.2017125112,,[1.0]
1262,421.22498576615163,413859.91457819944,,[0.9999999999999999]
1263,175.50524312561515,811392.2908286675,,[0.9999999999999999]
1264,562.4129244151933,934110.5785507745,,[1.0]
1265,775.0996279555163,555580.327118275,,[1.0]
1266,928.5720180490923,382839.1797843958,,[1.0]
1267,151.55552545720764,459515.0528642439,,[1.0]
1268,327.051388603851,486815.82850544807,,[1.0]
1269,743.0872112260394,908825.7170356767,,[1.0]
1270,10.80563605882236,471419.1529849192,,[1.0]
1271,798.3680231475341,257756.15602970438,,[1.0]
1272,53.66889038940635,987726.173176053,,[1.0]
1273,526.04330220648,924291.1529478929,,[0.9999999999999999]
1274,338.9808089280327,265918.10289700545,,[1.0]
1275,292.825359612912,108274.62887620536,,[1.0]
1276,925.6740401464684,136119.78874842348,,[1.0]
1277,779.1050489164303,552919.9569144048,,[1.0]
1278,879.1127294405418,160416.72316832954,,[1.0]
1279,513.8788125143152,490086.67315180437,,[0.9999999999999999]
1280,315.8022546059048,665027.3829831218,,[0.9999999999999999]
1281,35.90145991361071,830546.5563887823,,[1.0]
1282,431.0867698088846,546753.1542577512,,[1.0]
1283,28.432809832267402,568567.3302253624,,[1.0]
1284,366.1980851339224,495948.9598955673,,[1.0]
1285,554.9846324791207,403070.48080730153,,[1.0]
1286,145.4798826524726,181504.77699543047,,[1.0]
1287,985.1606243330571,615970.7820227238,,[1.0]
1288,580.7478045833927,924651.9090780811,,[1.0]
1289,741.4261593030217,255958.65512105374,,[1.0]
1290,433.2492592402282,336107.688245754,,[0.9999999999999999]
1291,422.77995550829723,297792.115781982,,[1.0]
1292,292.20626262244366,961912.6804693859,,[1.0]
1293,568.5885256448057,587694.691966729,,[1.0]
1294,326.62298611037056,805435.2965071204,,[1.0]
1295,103.33647851941585,625394.3449423605,,[1.0]
1296,284.78444660209016,192359.61722739396,,[1.0]
1297,643.7694028139886,148317.35581875136,,[1.0]
1298,263.303998893377,187448.16378996844,,[1.0]
1299,339.27292124349344,592827.0299775349,,[1.0]
1300,915.9856935011788,388412.22579236084,,[1.0]
1301,932.1996526671707,923750.3789911444,,[1.0]
1302,518.219448120191,973322.9641857116,,[1.0]
1303,343.968379582314,289254.24097538134,,[1.0]
1304,972.879242153943,469920.6922377185,,[1.0]
1305,675.9080971119149,140622.200711827,,[1.0]
1306,399.5904554289134,776360.8618005771,,[1.0]
1307,362.36417150942356,846452.9968589703,,[1.0]
1308,562.6003449455783,746939.7556113419,,[1.0]
1309,672.254204981544,691929.3104535833,,[1.0]
1310,814.0830649654542,607703.4010171276,,[1.0]
1311,558.2161502028788,434824.0667184211,,[1.0]
1312,326.8853426172762,569639.4871920003,,[1.0]
1313,935.1664245870455,182294.6667562278,,[1.0]
1314,688.055848214409,562519.8104027977,,[1.0]
1315,539.2286403098922,509244.3500579881,,[1.0]
1316,346.2478591957378,510467.583706298,,[1.0]
1317,335.2147990225344,801464.7787384433,,[1.0]
1318,47.34858938448853,507237.6659245988,,[1.0]
1319,189.94686608600952,816197.7541984355,,[1.0]
1320,106.22235972671278,237023.20404812528,,[1.0]
1321,606.7335544197132,798930.3546223809,,[1.0]
1322,754.4688017728407,519045.94780869497,,[0.9999999999999999]
1323,138.43388661373734,642088.1476919395,,[1.0]
1324,998.6540171799984,547434.0100640388,,[1.0]
1325,147.15569976010414,289278.25572082726,,[1.0]
1326,361.0567511778386,957626.0330446351,,[1.0]
1327,258.6802113268625,102458.7554072136,,[1.0]
1328,931.4526211928217,182733.1684189841,,[1.0]
1329,640.7833782702472,535663.8865231338,,[1.0]
1330,870.2449096223542,806064.2108921927,,[0.9999999999999999]
1331,566.949387390282,792915.8060881707,,[1.0]
1332,527.8853307223136,740635.7130591056,,[1.0]
1333,738.7399672171863,189618.71535446664,,[1.0]
1334,71.06808742975205,459342.17004893825,,[1.0]
1335,183.16020954115743,844046.9386782572,,[1.0]
1336,131.19035515831405,302668.47008017614,,[1.0]
1337,618.5190168004357,808405.7792061415,,[1.0]
1338,124.99985051340246,425343.8007702706,,[1.0]
1339,628.5723466602452,388596.72480851837,,[1.0]
1340,895.5256868216261,464121.8392931699,,[0.9999999999999999]
1341,33.63161775736367,390940.7474578489,,[1.0]
1342,155.0293003507385,498518.7757995442,,[1.0]
1343,156.54837729200764,471188.6211738807,,[1.0]
1344,137.04301971457625,116662.20220609212,,[0.9999999999999999]
1345,928.4431506989904,642360.126275345,,[1.0]
1346,192.73847448555367,805104.1116669701,,[1.0]
1347,854.6314935379048,464624.77547214075,,[1.0]
1348,125.81102671545958,753377.5867727998,,[1.0]
1349,443.8674281861793,897362.712019062,,[1.0]
1350,561.9740282547508,218967.73247917232,,[1.0]
1351,919.5520934870561,143976.92661293532,,[1.0]
1352,832.8308975693401,212767.97759621422,,[1.0]
1353,676.917385580213,683690.9324358895,,[1.0]
1354,766.753348287838,715992.6780219083,,[1.0]
1355,87.21815338151136,863446.8772871962,,[0.9999999999999999]
1356,742.4917357004449,945328.3724443996,,[1.0]
1357,297.081535452783,599381.618477029,,[1.0]
1358,423.00842192243687,478042.93651731603,,[1.0]
1359,845.9343405585465,168309.1428117447,,[1.0]
1360,607.3574598212723,957808.1171500343,,[1.0]
1361,949.5210453437461,313439.562873323,,[1.0]
1362,115.13185931069246,200549.43432261283,,[1.0]
1363,243.99116084471927,864179.7465371349,,[1.0]
1364,979.8221677128543,825944.4354836042,,[1.0]
1365,411.43008999739186,747083.8149642244,,[1.0]
1366,217.67854915374463,961092.1970013175,,[1.0]
1367,664.4327569608756,735844.3269418643,,[1.0]
1368,334.4578872952486,203628.44433725372,,[1.0]
1369,329.9555508274028,546446.2037901403,,[1.0]
1370,570.9523283907914,845762.2335707938,,[0.9999999999999999]
1371,903.6114190398237,230039.85195214552,,[1.0]
1372,464.1854306987106,113824.63158268199,,[0.9999999999999999]
1373,70.49232161250387,797275.7605909398,,[1.0]
1374,695.5729977718113,467549.43676600757,,[1.0]
1375,351.4676488593908,391331.3078603705,,[1.0]
1376,37.629350664305676,949844.0104547249,,[0.9999999999999999]
1377,585.1881739791967,350977.37251670903,,[1.0]
1378,538.7796472374255,864398.8893313628,,[1.0]
1379,90.3495681910897,257164.0841152529,,[0.9999999999999999]
1380,630.6698172765505,293696.8283559687,,[1.0]
1381,501.5717988104,367657.279627413,,[1.0]
1382,356.1634448179315,333477.333121332,,[1.0]
1383,520.5618407326742,924507.7549346538,,[1.0]
1384,296.31565798538963,900926.1737737224,,[1.0]
1385,878.1348886831196,300333.61123355693,,[1.0]
1386,462.7735482460158,361707.9760798097,,[1.0]
1387,750.70005913589,280569.82291319815,,[1.0]
1388,355.0547974142441,955132.6759605102,,[0.9999999999999999]
1389,670.3806993656084,240614.68544725378,,[1.0]
1390,236.87807398836443,393865.0236922166,,[1.0]
1391,303.9535597064688,433289.7253745621,,[1.0]
1392,353.87569695700086,162139.7129315308,,[1.0]
1393,703.9644790342599,746273.4586433372,,[1.0]
1394,814.6437170880245,843244.3822630447,,[1.0]
1395,114.7919305993046,305776.13329518214,,[1.0]
1396,422.2210117521257,246754.2913080062,,[0.9999999999999999]
1397,810.7388982738211,395141.7744101468,,[1.0]
1398,722.5627986480149,401404.7653107243,,[1.0]
1399,309.76789831098193,647161.3192658442,,[0.9999999999999999]
1400,664.1710508281157,953559.7600514609,,[1.0]
1401,801.6105876706124,493041.5525337874,,[0.9999999999999999]
1402,171.78373539600278,107712.83732200689,,[0.9999999999999999]
1403,829.5095003260624,889938.8942923034,,[1.0]
1404,196.55275326703244,645974.392095286,,[1.0]
1405,334.90677686719886,880298.5062078361,,[1.0]
1406,169.53135992095343,683846.0716174636,,[1.0]
1407,217.88032578695513,335043.2523714795,,[0.9999999999999999]
1408,410.1672497215028,432085.8520284464,,[1.0]
1409,577.1133958522976,149773.44915812503,,[1.0]
1410,67.30989754241718,342470.0744899531,,[1.0]
1411,249.3870072600978,408716.2845342083,,[1.0]
1412,717.4984503173248,426368.6521403493,,[1.0]
1413,144.23276843400797,638361.182280118,,[1.0]
1414,970.06350325566,168437.70067537832,,[1.0]
1415,362.44433776516496,984264.778403939,,[1.0]
1416,448.63881100133693,612028.9233454238,,[1.0]
1417,820.6220530292634,381552.16270458867,,[1.0]
1418,102.28184258202505,746150.7316931479,,[1.0]
1419,578.5903453558532,958915.3481184996,,[1.0]
1420,49.906391404118125,208398.15903084842,,[1.0]
1421,229.1207937960128,263346.72038958373,,[1.0]
1422,364.51079994790365,481464.45680117834,,[1.0]
1423,361.4902654677329,630406.2645139421,,[0.9999999999999999]
1424,279.79564063135115,803786.4819283901,,[1.0]
1425,656.0911176342044,488323.75800080394,,[1.0]
1426,408.0739948305931,699634.9041350858,,[1.0]
1427,19.158605932977977,656436.4134632597,,[1.0]
1428,457.29863726276204,931785.0648584404,,[0.9999999999999999]
1429,435.86569767036036,369996.0071032202,,[0.9999999999999999]
1430,848.6684800004056,382145.90116983344,,[1.0]
1431,756.122890323182,467463.95754224336,,[1.0]
1432,879.6900594801136,767841.1255623252,,[1.0]
1433,757.8700574953357,155314.22572328823,,[1.0]
1434,435.3365053573567,800989.9209255979,,[1.0]
1435,510.1293648911558,553568.922818505,,[1.0]
1436,932.1015588707891,339826.92723197513,,[0.9999999999999999]
1437,843.3951194546734,862975.4905450947,,[1.0]
1438,484.5682899580693,296878.6409112088,,[1.0]
1439,331.50349258984966,282605.2817921364,,[1.0]
1440,999.871060082837,623289.3996073827,,[0.9999999999999999]
1441,962.3946878571383,920004.1236784217,,[1.0]
1442,887.028205597359,438883.1465269335,,[1.0]
1443,241.16786256275614,171150.81557708996,,[1.0]
1444,261.4677471581346,345589.1132379292,,[1.0]
1445,835.1301188660648,781520.3524018783,,[1.0]
1446,891.0751014581354,873356.4250821385,,[1.0]
1447,326.175780037607,567770.2569886432,,[1.0]
1448,488.6696245159826,202868.93405705615,,[1.0]
1449,15.562322536009258,594234.3949226968,,[0.9999999999999999]
1450,685.2669618156489,961033.1928586994,,[1.0]
1451,26.106893218771607,553347.0554029221,,[1.0]
1452,481.75876631338815,502753.792675052,,[1.0]
1453,717.3624697886896,594776.2449932129,,[1.0]
1454,706.009607203204,721305.6583569305,,[1.0]
1455,969.4581304052741,584060.7053024876,,[1.0]
1456,903.2147049604956,123758.97908161045,,[1.0]
1457,887.9809739687586,597116.8462261674,,[0.9999999999999999]
1458,729.1881890047903,547243.8909460173,,[1.0]
1459,406.58130754957983,305888.220033516,,[1.0]
1460,918.5377176339989,757892.9728990991,,[1.0]
1461,639.5156465179335,544645.289525182,,[1.0]
1462,890.9487678720121,504215.90551719983,,[1.0]
1463,391.41022246692927,670787.8933732394,,[1.0]
1464,366.8511625648295,708328.9825746852,,[1.0]
1465,549.696757295104,767293.5941955002,,[1.0]
1466,343.8052012059731,496934.91625362757,,[1.0]
1467,887.8351959757504,811858.3223886504,,[1.0]
1468,999.0798421169378,571189.5236182356,,[1.0]
1469,292.62226343503283,885073.7663286093,,[1.0]
1470,317.74006952397485,535714.9865692382,,[1.0]
1471,235.87734759910185,730564.9139880621,,[1.0]
1472,952.7567400668963,224080.0907465557,,[1.0]
1473,863.9845245263491,971079.3113647323,,[1.0]
1474,562.0527347319379,397817.1628892212,,[1.0]
1475,250.18689530710358,817601.96648088,,[1.0]
1476,354.15724615210416,689898.6041569007,,[1.0]
1477,530.5233206585398,761014.8847060973,,[1.0]
1478,556.863356366864,176235.4172544529,,[1.0]
1479,416.9012614831393,413375.3222291293,,[1.0]
1480,442.4484089988814,802341.547669262,,[1.0]
1481,827.23117872651,182991.02046509495,,[0.9999999999999999]
1482,533.4498677141092,229068.11082480854,,[1.0]
1483,447.2484450309511,862880.6488370964,,[1.0]
1484,466.8584491470093,743868.6832423791,,[1.0]
1485,490.98772946700353,102822.93430242492,,[1.0]
1486,527.5115258179065,909940.2971617264,,[0.9999999999999999]
1487,756.6524311374737,857707.1148461343,,[1.0]
1488,858.0818045077636,299735.3401904217,,[1.0]
1489,10.88519163048701,804678.8428788459,,[1.0]
1490,293.7419279981736,489988.3550350538,,[1.0]
1491,484.1400375257873,199283.2809803895,,[1.0]
1492,896.3572642317197,763882.7631799491,,[0.9999999999999999]
1493,859.3743877309402,768778.2040933447,,[1.0]
1494,256.79035601000703,196567.0264684423,,[0.9999999999999999]
1495,212.28442676038756,135959.5380432832,,[1.0]
1496,329.6671940583267,335524.3852158829,,[1.0]
1497,223.78452087492718,806800.0491897215,,[1.0]
1498,223.98664816814653,277325.02591865684,,[1.0]
1499,794.3434442769097,471216.2241777274,,[0.9999999999999999]
1500,711.6339351931254,511429.3043231402,,[1.0]
1501,755.680164850899,657430.5118675784,,[1.0]
1502,369.9955228583986,827951.4621254714,,[1.0]
1503,32.413481480494475,664057.0012706805,,[1.0]
1504,709.1764245042914,706956.5801116485,,[0.9999999999999999]
1505,500.7325994642993,126081.01987317251,,[1.0]
1506,38.33476573221874,940078.8997983533,,[1.0]
1507,136.260018829777,209869.07081180727,,[1.0]
1508,820.6021673047985,126350.53953575813,,[1.0]
1509,532.2367298303293,320236.17678229173,,[1.0]
1510,766.1300242351255,786403.9873727175,,[1.0]
1511,384.4068377622653,830576.1045514955,,[1.0]
1512,729.2945856445318,685975.7958043712,,[1.0]
1513,635.2800395507602,920917.1131193965,,[0.9999999999999999]
1514,349.7320142731263,955756.2674469162,,[1.0]
1515,391.201161797615,273313.790614892,,[1.0]
1516,26.729671569110366,387356.9733314993,,[0.9999999999999999]
1517,561.856365591076,421104.75907564914,,[1.0]
1518,856.4663269467534,993205.2800165922,,[1.0]
1519,374.3083814057522,302665.96135011944,,[1.0]
1520,257.6310899176807,726183.5319831576,,[1.0]
1521,92.36243334996627,834947.7270565978,,[1.0]
1522,823.4615248194476,926460.7673402439,,[1.0]
1523,96.27032280269685,767819.0546697134,,[1.0]
1524,75.0897637119158,987857.9049140172,,[1.0]
1525,682.5491191241521,115902.62383042867,,[1.0]
1526,897.8534907938946,103908.64318720941,,[1.0]
1527,824.2992764788105,645812.2488430807,,[1.0]
1528,612.008637556914,394250.100258758,,[1.0]
1529,749.2972962215158,665741.79984329,,[1.0]
1530,421.43049686408796,395833.3081992666,,[1.0]
1531,753.0448391449607,454618.8731007926,,[1.0]
1532,745.8438432505795,851633.9726386819,,[1.0]
1533,30.434875665116632,251712.33873801344,,[1.0]
1534,679.9307108602982,232342.6041246335,,[1.0]
1535,174.48559446107328,328914.1111246572,,[1.0]
1536,349.53166878222544,213966.03317313216,,[1.0]
1537,551.6001895510876,363498.36355757446,,[1.0]
1538,899.4809004444392,896862.4869190013,,[1.0]
1539,229.11850664610157,163720.07681051173,,[0.9999999999999999]
1540,14.435757711548373,516978.65025907947,,[1.0]
1541,499.5106084202182,989805.8806911879,,[1.0]
1542,281.9303145758019,576160.5342624538,,[1.0]
1543,751.1633729898024,974393.5372008622,,[1.0]
1544,674.4227192556945,944789.9013357655,,[1.0]
1545,685.4448982756345,422387.8725444594,,[1.0]
1546,281.3819647120625,480969.5292814433,,[1.0]
1547,606.6309029979235,824759.1891461817,,[1.0]
1548,792.7280231816534,557390.4516357183,,[1.0]
1549,283.9390064897825,865957.3254563939,,[0.9999999999999999]
1550,828.776714787718,503943.07823045267,,[0.9999999999999999]
1551,709.3674006248722,449760.22748033644,,[0.9999999999999999]
1552,456.1378784595437,593329.0569025073,,[1.0]
1553,71.9027563561092,458534.88443095336,,[1.0]
1554,592.587389407722,956341.1262742749,,[1.0]
1555,740.2637640394325,930858.0711412997,,[1.0]
1556,989.2420695619343,106965.31041866883,,[1.0]
1557,989.6161937447272,958879.9613402183,,[1.0]
1558,116.9297417830919,978839.6462776529,,[1.0]
1559,910.7100842406553,816571.1317160518,,[1.0]
1560,284.76765089183056,903927.9287301481,,[1.0]
1561,851.1065179546988,949976.5404219562,,[1.0]
1562,146.73405049596033,179055.46428127165,,[1.0]
1563,950.5444427948769,306263.43091882544,,[1.0]
1564,446.7027048873673,365585.7936644749,,[1.0]
1565,267.4700517459426,590643.6352537642,,[1.0]
1566,612.8222530885522,568567.8222647249,,[1.0]
1567,34.71460455766167,419841.6074496065,,[1.0]
1568,924.8186165771873,308679.227797622,,[1.0]
1569,791.5674435399496,578239.2027190555,,[1.0]
1570,486.24539509204106,501312.9031113248,,[1.0]
1571,527.1479434147661,323073.90220417245,,[1.0]
1572,125.5911672844746,461885.8452144566,,[1.0]
1573,796.6685917643337,397308.2589609207,,[1.0]
1574,621.6630944761824,130867.26106043125,,[0.9999999999999999]
1575,55.01433555812015,781196.6198174916,,[1.0]
1576,542.8606701760822,401072.29163402447,,[1.0]
1577,525.1741927348279,883033.4744987095,,[1.0]
1578,846.6249786334375,234335.21948881418,,[1.0]
1579,44.86728854634291,640862.1931433203,,[1.0]
1580,271.3660899116078,657979.3989506173,,[1.0]
1581,732.3610388199995,680913.9056278431,,[1.0]
1582,648.3299513610042,604051.0329941243,,[1.0]
1583,351.9990643806656,424062.52892064635,,[1.0]
1584,896.0040817804947,951150.1660140876,,[1.0]
1585,739.4316913983112,777490.4507887654,,[1.0]
1586,757.849577335668,708725.0652672938,,[1.0]
1587,466.19387492736683,653657.2639126956,,[1.0]
1588,940.2707064756269,325439.226734337,,[0.9999999999999999]
1589,29.38766425340701,775158.509472308,,[1.0]
1590,437.06060532214303,162865.62606166687,,[1.0]
1591,597.7896063530137,465264.18604573427,,[1.0]
1592,582.6709108083235,454829.66878434154,,[1.0]
1593,116.34002720427095,707820.6784273146,,[1.0]
1594,10.80053174373287,614420.3350575841,,[1.0]
1595,930.4857045606268,154107.28185650607,,[1.0]
1596,405.52646943903665,505344.3161513805,,[1.0]
1597,50.793489477822234,830313.8086534936,,[1.0]
1598,974.3132865747873,955572.3779022336,,[1.0]
1599,336.07457483060773,725546.4356712719,,[1.0]
1600,627.6023684164142,578796.7465575566,,[0.9999999999999999]
1601,354.17485658998436,150676.25246464464,,[1.0]
1602,51.55989846669437,362400.9642965531,,[1.0]
1603,568.4844418276597,291974.43742495996,,[1.0]
1604,655.5665419665668,367285.6361076552,,[1.0]
1605,813.9645167847336,867236.9648086239,,[1.0]
1606,602.7440634228491,847702.5636107131,,[1.0]
1607,173.94082108862492,667982.20706286,,[1.0]
1608,362.91824891418867,701898.0974719899,,[1.0]
1609,646.6085501983606,767918.7467007324,,[1.0]
1610,800.5861557613982,749025.8438286883,,[1.0]
1611,380.25544511937386,637057.8618292981,,[1.0]
1612,552.5535518360707,756647.4155264016,,[1.0]
1613,272.4564495780463,252573.77664570298,,[1.0]
1614,97.61252416776442,592188.0404789394,,[1.0]
1615,996.6746662597203,923141.705967559,,[1.0]
1616,559.2193641022174,663741.4113626137,,[1.0]
1617,172.9211775678642,701145.6953494143,,[1.0]
1618,59.89556905905754,970172.0280756182,,[1.0]
1619,899.0102453001414,165393.4319374995,,[1.0]
1620,257.0394959538597,818567.3227006396,,[1.0]
1621,726.1180294262925,980775.4404886066,,[0.9999999999999999]
1622,442.7679533438327,920182.0528992934,,[0.9999999999999999]
1623,899.8547763113203,323862.62203872565,,[1.0]
1624,408.00992168216226,148025.39690463434,,[1.0]
1625,50.517638733705496,308547.3645405935,,[1.0]
1626,245.35816567694735,245517.2361101629,,[1.0]
1627,621.415718064782,486197.0935217836,,[1.0]
1628,545.6451816063437,622632.3762257481,,[1.0]
1629,947.7526953029528,214092.76430515829,,[1.0]
1630,525.2488753934198,961002.7728176208,,[0.9999999999999999]
1631,950.3824075296324,324119.47735273506,,[1.0]
1632,894.3058412718525,940877.1326748048,,[0.9999999999999999]
1633,814.3985499503918,881027.0933793739,,[1.0]
1634,208.6495709252045,959412.3186959223,,[1.0]
1635,223.5711763871005,718480.40944055,,[0.9999999999999999]
1636,20.824123143537275,907693.1964913195,,[1.0]
1637,532.994929659176,218535.9446230004,,[1.0]
1638,25.08695902831436,669836.9971789272,,[1.0]
1639,219.45960719624892,547527.8118573593,,[1.0]
1640,91.32804168450896,992302.5256935945,,[1.0]
1641,699.7233218223179,259660.3720173726,,[1.0]
1642,787.6231475607756,948791.3846193013,,[1.0]
1643,535.974028778667,849071.5560596039,,[1.0]
1644,105.51373302656158,422955.564139919,,[1.0]
1645,188.215254721014,551432.4185604793,,[1.0]
1646,768.614900369568,142624.40037775392,,[1.0]
1647,857.3563662424596,799954.5845447733,,[1.0]
1648,67.44771654555916,901241.5343491624,,[1.0]
1649,363.82951604437244,931776.8900907369,,[1.0]
1650,821.3078874757194,874839.0809737729,,[1.0]
1651,696.4405122685633,549688.3236103866,,[1.0]
1652,66.16380294237929,433940.25383206684,,[1.0]
1653,891.062209258329,395061.6406507131,,[1.0]
1654,121.3993942212206,842967.9205943765,,[1.0]
1655,140.37177147223844,356096.51430637285,,[1.0]
